"구분별","상태별","시점","인원[명]",
"인천","신규","2020. 08. 30","13",
"인천","신규","2020. 08. 31","14",
"인천","신규","2020. 09. 01","22",
"인천","신규","2020. 09. 02","11",
"인천","신규","2020. 09. 03","16",
"인천","신규","2020. 09. 04","5",
"인천","신규","2020. 09. 05","14",
"인천","신규","2020. 09. 06","12",
"인천","신규","2020. 09. 07","1",
"인천","신규","2020. 09. 08","2",
"인천","신규","2020. 09. 09","1",
"인천","신규","2020. 09. 10","5",
"인천","신규","2020. 09. 11","8",
"인천","신규","2020. 09. 12","8",
"인천","신규","2020. 09. 13","3",
"인천","신규","2020. 09. 14","10",
"인천","신규","2020. 09. 15","9",
"인천","신규","2020. 09. 16","9",
"인천","신규","2020. 09. 17","7",
"인천","신규","2020. 09. 18","6",
"인천","신규","2020. 09. 19","11",
"인천","신규","2020. 09. 20","3",
"인천","신규","2020. 09. 21","2",
"인천","신규","2020. 09. 22","2",
"인천","신규","2020. 09. 23","5",
"인천","신규","2020. 09. 24","10",
"인천","신규","2020. 09. 25","3",
"인천","신규","2020. 09. 26","1",
"인천","신규","2020. 09. 27","9",
"인천","신규","2020. 09. 28","1",
"인천","신규","2020. 09. 29","0",
"인천","신규","2020. 09. 30","4",
"인천","신규","2020. 10. 01","3",
"인천","신규","2020. 10. 02","4",
"인천","신규","2020. 10. 03","7",
"인천","신규","2020. 10. 04","6",
"인천","신규","2020. 10. 05","5",
"인천","신규","2020. 10. 06","4",
"인천","신규","2020. 10. 07","6",
"인천","신규","2020. 10. 08","5",
"인천","신규","2020. 10. 09","0",
"인천","신규","2020. 10. 10","8",
"인천","신규","2020. 10. 11","1",
"인천","신규","2020. 10. 12","3",
"인천","신규","2020. 10. 13","0",
"인천","신규","2020. 10. 14","8",
"인천","신규","2020. 10. 15","11",
"인천","신규","2020. 10. 16","4",
"인천","신규","2020. 10. 17","2",
"인천","신규","2020. 10. 18","1",
"인천","신규","2020. 10. 19","5",
"인천","신규","2020. 10. 20","3",
"인천","신규","2020. 10. 21","6",
"인천","신규","2020. 10. 22","4",
"인천","신규","2020. 10. 23","5",
"인천","신규","2020. 10. 24","2",
"인천","신규","2020. 10. 25","0",
"인천","신규","2020. 10. 26","3",
"인천","신규","2020. 10. 27","2",
"인천","신규","2020. 10. 28","10",
"인천","신규","2020. 10. 29","5",
"인천","신규","2020. 10. 30","3",
"인천","신규","2020. 10. 31","3",
"인천","신규","2020. 11. 01","4",
"인천","신규","2020. 11. 02","2",
"인천","신규","2020. 11. 03","1",
"인천","신규","2020. 11. 04","4",
"인천","신규","2020. 11. 05","5",
"인천","신규","2020. 11. 06","0",
"인천","신규","2020. 11. 07","1",
"인천","신규","2020. 11. 08","3",
"인천","신규","2020. 11. 09","2",
"인천","신규","2020. 11. 10","3",
"인천","신규","2020. 11. 11","1",
"인천","신규","2020. 11. 12","2",
"인천","신규","2020. 11. 13","4",
"인천","신규","2020. 11. 14","1",
"인천","신규","2020. 11. 15","2",
"인천","신규","2020. 11. 16","10",
"인천","신규","2020. 11. 17","13",
"인천","신규","2020. 11. 18","12",
"인천","신규","2020. 11. 19","12",
"인천","신규","2020. 11. 20","30",
"인천","신규","2020. 11. 21","22",
"인천","신규","2020. 11. 22","27",
"인천","신규","2020. 11. 23","23",
"인천","신규","2020. 11. 24","17",
"인천","신규","2020. 11. 25","40",
"인천","신규","2020. 11. 26","19",
"인천","신규","2020. 11. 27","25",
"인천","신규","2020. 11. 28","25",
"인천","신규","2020. 11. 29","21",
"인천","신규","2020. 11. 30","34",
"인천","신규","2020. 12. 01","16",
"인천","신규","2020. 12. 02","23",
"인천","신규","2020. 12. 03","22",
"인천","신규","2020. 12. 04","17",
"인천","신규","2020. 12. 05","19",
"인천","신규","2020. 12. 06","42",
"인천","신규","2020. 12. 07","40",
"인천","신규","2020. 12. 08","25",
"인천","신규","2020. 12. 09","48",
"인천","신규","2020. 12. 10","37",
"인천","신규","2020. 12. 11","37",
"인천","신규","2020. 12. 12","42",
"인천","신규","2020. 12. 13","62",
"인천","신규","2020. 12. 14","36",
"인천","신규","2020. 12. 15","55",
"인천","신규","2020. 12. 16","67",
"인천","신규","2020. 12. 17","80",
"인천","신규","2020. 12. 18","64",
"인천","신규","2020. 12. 19","46",
"인천","신규","2020. 12. 20","62",
"인천","신규","2020. 12. 21","88",
"인천","신규","2020. 12. 22","45",
"인천","신규","2020. 12. 23","49",
"인천","신규","2020. 12. 24","53",
"인천","신규","2020. 12. 25","55",
"인천","신규","2020. 12. 26","55",
"인천","신규","2020. 12. 27","61",
"인천","신규","2020. 12. 28","46",
"인천","신규","2020. 12. 29","32",
"인천","신규","2020. 12. 30","48",
"인천","신규","2020. 12. 31","59",
"인천","신규","2021. 01. 01","65",
"인천","신규","2021. 01. 02","71",
"인천","신규","2021. 01. 03","48",
"인천","신규","2021. 01. 04","103",
"인천","신규","2021. 01. 05","49",
"인천","신규","2021. 01. 06","38",
"인천","신규","2021. 01. 07","41",
"인천","신규","2021. 01. 08","30",
"인천","신규","2021. 01. 09","49",
"인천","신규","2021. 01. 10","33",
"인천","신규","2021. 01. 11","22",
"인천","신규","2021. 01. 12","21",
"인천","신규","2021. 01. 13","22",
"인천","신규","2021. 01. 14","25",
"인천","신규","2021. 01. 15","24",
"인천","신규","2021. 01. 16","33",
"인천","신규","2021. 01. 17","35",
"인천","신규","2021. 01. 18","13",
"인천","신규","2021. 01. 19","19",
"인천","신규","2021. 01. 20","16",
"인천","신규","2021. 01. 21","23",
"인천","신규","2021. 01. 22","9",
"인천","신규","2021. 01. 23","12",
"인천","신규","2021. 01. 24","25",
"인천","신규","2021. 01. 25","14",
"인천","신규","2021. 01. 26","18",
"인천","신규","2021. 01. 27","20",
"인천","신규","2021. 01. 28","41",
"인천","신규","2021. 01. 29","19",
"인천","신규","2021. 01. 30","15",
"인천","신규","2021. 01. 31","21",
"인천","신규","2021. 02. 01","11",
"인천","신규","2021. 02. 02","8",
"인천","신규","2021. 02. 03","21",
"인천","신규","2021. 02. 04","44",
"인천","신규","2021. 02. 05","26",
"인천","신규","2021. 02. 06","25",
"인천","신규","2021. 02. 07","17",
"인천","신규","2021. 02. 08","18",
"인천","신규","2021. 02. 09","16",
"광주","신규","2020. 04. 09","0",
"광주","신규","2020. 04. 10","0",
"광주","신규","2020. 04. 11","0",
"광주","신규","2020. 04. 12","0",
"광주","신규","2020. 04. 13","0",
"광주","신규","2020. 04. 14","0",
"광주","신규","2020. 04. 15","1",
"광주","신규","2020. 04. 16","0",
"광주","신규","2020. 04. 17","2",
"광주","신규","2020. 04. 18","0",
"광주","신규","2020. 04. 19","0",
"광주","신규","2020. 04. 20","0",
"광주","신규","2020. 04. 21","0",
"광주","신규","2020. 04. 22","0",
"광주","신규","2020. 04. 23","0",
"광주","신규","2020. 04. 24","0",
"광주","신규","2020. 04. 25","0",
"광주","신규","2020. 04. 26","0",
"광주","신규","2020. 04. 27","0",
"광주","신규","2020. 04. 28","0",
"광주","신규","2020. 04. 29","0",
"광주","신규","2020. 04. 30","0",
"광주","신규","2020. 05. 01","0",
"광주","신규","2020. 05. 02","0",
"광주","신규","2020. 05. 03","0",
"광주","신규","2020. 05. 04","0",
"광주","신규","2020. 05. 05","0",
"광주","신규","2020. 05. 06","0",
"광주","신규","2020. 05. 07","0",
"광주","신규","2020. 05. 08","0",
"광주","신규","2020. 05. 09","0",
"광주","신규","2020. 05. 10","0",
"광주","신규","2020. 05. 11","0",
"광주","신규","2020. 05. 12","0",
"광주","신규","2020. 05. 13","0",
"광주","신규","2020. 05. 14","0",
"광주","신규","2020. 05. 15","0",
"광주","신규","2020. 05. 16","0",
"광주","신규","2020. 05. 17","0",
"광주","신규","2020. 05. 18","0",
"광주","신규","2020. 05. 19","0",
"광주","신규","2020. 05. 20","0",
"광주","신규","2020. 05. 21","0",
"광주","신규","2020. 05. 22","0",
"광주","신규","2020. 05. 23","0",
"광주","신규","2020. 05. 24","0",
"광주","신규","2020. 05. 25","0",
"광주","신규","2020. 05. 26","0",
"광주","신규","2020. 05. 27","0",
"광주","신규","2020. 05. 28","0",
"광주","신규","2020. 05. 29","0",
"광주","신규","2020. 05. 30","2",
"광주","신규","2020. 05. 31","0",
"광주","신규","2020. 06. 01","0",
"광주","신규","2020. 06. 02","0",
"광주","신규","2020. 06. 03","0",
"광주","신규","2020. 06. 04","0",
"광주","신규","2020. 06. 05","0",
"광주","신규","2020. 06. 06","0",
"광주","신규","2020. 06. 07","0",
"광주","신규","2020. 06. 08","0",
"광주","신규","2020. 06. 09","0",
"광주","신규","2020. 06. 10","0",
"광주","신규","2020. 06. 11","0",
"광주","신규","2020. 06. 12","0",
"광주","신규","2020. 06. 13","0",
"광주","신규","2020. 06. 14","0",
"광주","신규","2020. 06. 15","0",
"광주","신규","2020. 06. 16","0",
"광주","신규","2020. 06. 17","0",
"광주","신규","2020. 06. 18","0",
"광주","신규","2020. 06. 19","0",
"광주","신규","2020. 06. 20","0",
"광주","신규","2020. 06. 21","1",
"광주","신규","2020. 06. 22","0",
"광주","신규","2020. 06. 23","0",
"광주","신규","2020. 06. 24","0",
"광주","신규","2020. 06. 25","0",
"광주","신규","2020. 06. 26","0",
"광주","신규","2020. 06. 27","0",
"광주","신규","2020. 06. 28","4",
"광주","신규","2020. 06. 29","4",
"광주","신규","2020. 06. 30","3",
"광주","신규","2020. 07. 01","12",
"광주","신규","2020. 07. 02","22",
"광주","신규","2020. 07. 03","6",
"광주","신규","2020. 07. 04","8",
"광주","신규","2020. 07. 05","16",
"광주","신규","2020. 07. 06","7",
"광주","신규","2020. 07. 07","6",
"광주","신규","2020. 07. 08","8",
"광주","신규","2020. 07. 09","15",
"광주","신규","2020. 07. 10","3",
"광주","신규","2020. 07. 11","9",
"광주","신규","2020. 07. 12","5",
"광주","신규","2020. 07. 13","7",
"광주","신규","2020. 07. 14","1",
"광주","신규","2020. 07. 15","1",
"광주","신규","2020. 07. 16","1",
"광주","신규","2020. 07. 17","5",
"광주","신규","2020. 07. 18","0",
"광주","신규","2020. 07. 19","10",
"광주","신규","2020. 07. 20","1",
"광주","신규","2020. 07. 21","0",
"광주","신규","2020. 07. 22","4",
"광주","신규","2020. 07. 23","9",
"광주","신규","2020. 07. 24","2",
"광주","신규","2020. 07. 25","0",
"광주","신규","2020. 07. 26","1",
"광주","신규","2020. 07. 27","0",
"광주","신규","2020. 07. 28","0",
"광주","신규","2020. 07. 29","1",
"광주","신규","2020. 07. 30","0",
"광주","신규","2020. 07. 31","0",
"광주","신규","2020. 08. 01","0",
"광주","신규","2020. 08. 02","1",
"광주","신규","2020. 08. 03","0",
"광주","신규","2020. 08. 04","2",
"광주","신규","2020. 08. 05","1",
"광주","신규","2020. 08. 06","0",
"광주","신규","2020. 08. 07","0",
"광주","신규","2020. 08. 08","0",
"광주","신규","2020. 08. 09","2",
"광주","신규","2020. 08. 10","0",
"광주","신규","2020. 08. 11","0",
"광주","신규","2020. 08. 12","6",
"광주","신규","2020. 08. 13","2",
"광주","신규","2020. 08. 14","2",
"광주","신규","2020. 08. 15","1",
"광주","신규","2020. 08. 16","7",
"광주","신규","2020. 08. 17","7",
"광주","신규","2020. 08. 18","4",
"광주","신규","2020. 08. 19","6",
"광주","신규","2020. 08. 20","1",
"광주","신규","2020. 08. 21","5",
"광주","신규","2020. 08. 22","11",
"광주","신규","2020. 08. 23","17",
"광주","신규","2020. 08. 24","1",
"광주","신규","2020. 08. 25","4",
"광주","신규","2020. 08. 26","7",
"광주","신규","2020. 08. 27","39",
"광주","신규","2020. 08. 28","17",
"광주","신규","2020. 08. 29","16",
"광주","신규","2020. 08. 30","2",
"광주","신규","2020. 08. 31","9",
"광주","신규","2020. 09. 01","4",
"광주","신규","2020. 09. 02","10",
"광주","신규","2020. 09. 03","6",
"광주","신규","2020. 09. 04","11",
"광주","신규","2020. 09. 05","8",
"광주","신규","2020. 09. 06","7",
"광주","신규","2020. 09. 07","9",
"광주","신규","2020. 09. 08","13",
"광주","신규","2020. 09. 09","17",
"광주","신규","2020. 09. 10","5",
"광주","신규","2020. 09. 11","8",
"광주","신규","2020. 09. 12","3",
"광주","신규","2020. 09. 13","3",
"광주","신규","2020. 09. 14","3",
"광주","신규","2020. 09. 15","1",
"광주","신규","2020. 09. 16","2",
"광주","신규","2020. 09. 17","1",
"광주","신규","2020. 09. 18","0",
"광주","신규","2020. 09. 19","0",
"광주","신규","2020. 09. 20","0",
"광주","신규","2020. 09. 21","1",
"광주","신규","2020. 09. 22","0",
"광주","신규","2020. 09. 23","2",
"광주","신규","2020. 09. 24","0",
"광주","신규","2020. 09. 25","2",
"광주","신규","2020. 09. 26","0",
"광주","신규","2020. 09. 27","2",
"광주","신규","2020. 09. 28","0",
"광주","신규","2020. 09. 29","0",
"광주","신규","2020. 09. 30","3",
"광주","신규","2020. 10. 01","0",
"광주","신규","2020. 10. 02","0",
"광주","신규","2020. 10. 03","0",
"광주","신규","2020. 10. 04","1",
"광주","신규","2020. 10. 05","0",
"광주","신규","2020. 10. 06","0",
"광주","신규","2020. 10. 07","0",
"광주","신규","2020. 10. 08","0",
"광주","신규","2020. 10. 09","0",
"광주","신규","2020. 10. 10","0",
"광주","신규","2020. 10. 11","0",
"광주","신규","2020. 10. 12","1",
"광주","신규","2020. 10. 13","2",
"광주","신규","2020. 10. 14","0",
"광주","신규","2020. 10. 15","0",
"광주","신규","2020. 10. 16","0",
"광주","신규","2020. 10. 17","1",
"광주","신규","2020. 10. 18","0",
"광주","신규","2020. 10. 19","2",
"광주","신규","2020. 10. 20","0",
"광주","신규","2020. 10. 21","1",
"광주","신규","2020. 10. 22","0",
"광주","신규","2020. 10. 23","6",
"광주","신규","2020. 10. 24","0",
"광주","신규","2020. 10. 25","0",
"광주","신규","2020. 10. 26","0",
"광주","신규","2020. 10. 27","0",
"광주","신규","2020. 10. 28","0",
"광주","신규","2020. 10. 29","2",
"광주","신규","2020. 10. 30","0",
"광주","신규","2020. 10. 31","0",
"광주","신규","2020. 11. 01","3",
"광주","신규","2020. 11. 02","0",
"광주","신규","2020. 11. 03","2",
"광주","신규","2020. 11. 04","0",
"광주","신규","2020. 11. 05","0",
"광주","신규","2020. 11. 06","0",
"광주","신규","2020. 11. 07","0",
"광주","신규","2020. 11. 08","2",
"광주","신규","2020. 11. 09","1",
"광주","신규","2020. 11. 10","5",
"광주","신규","2020. 11. 11","4",
"광주","신규","2020. 11. 12","6",
"광주","신규","2020. 11. 13","5",
"광주","신규","2020. 11. 14","8",
"광주","신규","2020. 11. 15","9",
"광주","신규","2020. 11. 16","4",
"광주","신규","2020. 11. 17","18",
"광주","신규","2020. 11. 18","9",
"광주","신규","2020. 11. 19","8",
"광주","신규","2020. 11. 20","4",
"광주","신규","2020. 11. 21","7",
"광주","신규","2020. 11. 22","8",
"광주","신규","2020. 11. 23","1",
"광주","신규","2020. 11. 24","3",
"광주","신규","2020. 11. 25","14",
"광주","신규","2020. 11. 26","14",
"광주","신규","2020. 11. 27","13",
"광주","신규","2020. 11. 28","16",
"광주","신규","2020. 11. 29","8",
"광주","신규","2020. 11. 30","13",
"광주","신규","2020. 12. 01","22",
"광주","신규","2020. 12. 02","10",
"광주","신규","2020. 12. 03","3",
"광주","신규","2020. 12. 04","1",
"광주","신규","2020. 12. 05","6",
"광주","신규","2020. 12. 06","5",
"광주","신규","2020. 12. 07","5",
"광주","신규","2020. 12. 08","11",
"광주","신규","2020. 12. 09","9",
"광주","신규","2020. 12. 10","5",
"광주","신규","2020. 12. 11","3",
"광주","신규","2020. 12. 12","9",
"광주","신규","2020. 12. 13","15",
"광주","신규","2020. 12. 14","22",
"광주","신규","2020. 12. 15","5",
"광주","신규","2020. 12. 16","2",
"광주","신규","2020. 12. 17","10",
"광주","신규","2020. 12. 18","4",
"광주","신규","2020. 12. 19","9",
"광주","신규","2020. 12. 20","14",
"광주","신규","2020. 12. 21","13",
"광주","신규","2020. 12. 22","26",
"광주","신규","2020. 12. 23","36",
"광주","신규","2020. 12. 24","15",
"광주","신규","2020. 12. 25","36",
"광주","신규","2020. 12. 26","28",
"광주","신규","2020. 12. 27","17",
"광주","신규","2020. 12. 28","12",
"광주","신규","2020. 12. 29","15",
"광주","신규","2020. 12. 30","9",
"광주","신규","2020. 12. 31","8",
"광주","신규","2021. 01. 01","17",
"광주","신규","2021. 01. 02","13",
"광주","신규","2021. 01. 03","26",
"광주","신규","2021. 01. 04","74",
"광주","신규","2021. 01. 05","23",
"광주","신규","2021. 01. 06","30",
"광주","신규","2021. 01. 07","28",
"광주","신규","2021. 01. 08","21",
"광주","신규","2021. 01. 09","6",
"광주","신규","2021. 01. 10","21",
"광주","신규","2021. 01. 11","24",
"광주","신규","2021. 01. 12","7",
"광주","신규","2021. 01. 13","4",
"광주","신규","2021. 01. 14","31",
"광주","신규","2021. 01. 15","6",
"광주","신규","2021. 01. 16","6",
"광주","신규","2021. 01. 17","15",
"광주","신규","2021. 01. 18","11",
"광주","신규","2021. 01. 19","8",
"광주","신규","2021. 01. 20","11",
"광주","신규","2021. 01. 21","6",
"광주","신규","2021. 01. 22","2",
"광주","신규","2021. 01. 23","7",
"광주","신규","2021. 01. 24","17",
"광주","신규","2021. 01. 25","16",
"광주","신규","2021. 01. 26","12",
"광주","신규","2021. 01. 27","112",
"광주","신규","2021. 01. 28","44",
"광주","신규","2021. 01. 29","54",
"광주","신규","2021. 01. 30","33",
"광주","신규","2021. 01. 31","17",
"광주","신규","2021. 02. 01","32",
"광주","신규","2021. 02. 02","24",
"광주","신규","2021. 02. 03","6",
"광주","신규","2021. 02. 04","12",
"광주","신규","2021. 02. 05","14",
"광주","신규","2021. 02. 06","12",
"광주","신규","2021. 02. 07","10",
"광주","신규","2021. 02. 08","7",
"광주","신규","2021. 02. 09","8",
"대전","신규","2020. 04. 09","0",
"대전","신규","2020. 04. 10","0",
"대전","신규","2020. 04. 11","0",
"대전","신규","2020. 04. 12","0",
"대전","신규","2020. 04. 13","0",
"대전","신규","2020. 04. 14","0",
"대전","신규","2020. 04. 15","0",
"대전","신규","2020. 04. 16","0",
"대전","신규","2020. 04. 17","1",
"대전","신규","2020. 04. 18","-1",
"대전","신규","2020. 04. 19","0",
"대전","신규","2020. 04. 20","0",
"대전","신규","2020. 04. 21","0",
"대전","신규","2020. 04. 22","1",
"대전","신규","2020. 04. 23","0",
"대전","신규","2020. 04. 24","0",
"대전","신규","2020. 04. 25","0",
"대전","신규","2020. 04. 26","0",
"대전","신규","2020. 04. 27","0",
"대전","신규","2020. 04. 28","0",
"대전","신규","2020. 04. 29","0",
"대전","신규","2020. 04. 30","0",
"대전","신규","2020. 05. 01","0",
"대전","신규","2020. 05. 02","0",
"대전","신규","2020. 05. 03","0",
"대전","신규","2020. 05. 04","0",
"대전","신규","2020. 05. 05","0",
"대전","신규","2020. 05. 06","0",
"대전","신규","2020. 05. 07","1",
"대전","신규","2020. 05. 08","0",
"대전","신규","2020. 05. 09","0",
"대전","신규","2020. 05. 10","0",
"대전","신규","2020. 05. 11","0",
"대전","신규","2020. 05. 12","2",
"대전","신규","2020. 05. 13","0",
"대전","신규","2020. 05. 14","0",
"대전","신규","2020. 05. 15","0",
"대전","신규","2020. 05. 16","0",
"대전","신규","2020. 05. 17","1",
"대전","신규","2020. 05. 18","0",
"대전","신규","2020. 05. 19","0",
"대전","신규","2020. 05. 20","0",
"대전","신규","2020. 05. 21","0",
"대전","신규","2020. 05. 22","0",
"대전","신규","2020. 05. 23","1",
"대전","신규","2020. 05. 24","0",
"대전","신규","2020. 05. 25","0",
"대전","신규","2020. 05. 26","0",
"대전","신규","2020. 05. 27","0",
"대전","신규","2020. 05. 28","0",
"대전","신규","2020. 05. 29","0",
"대전","신규","2020. 05. 30","0",
"대전","신규","2020. 05. 31","1",
"대전","신규","2020. 06. 01","0",
"대전","신규","2020. 06. 02","0",
"대전","신규","2020. 06. 03","0",
"대전","신규","2020. 06. 04","0",
"대전","신규","2020. 06. 05","0",
"대전","신규","2020. 06. 06","0",
"대전","신규","2020. 06. 07","0",
"대전","신규","2020. 06. 08","0",
"대전","신규","2020. 06. 09","0",
"대전","신규","2020. 06. 10","0",
"대전","신규","2020. 06. 11","0",
"대전","신규","2020. 06. 12","0",
"대전","신규","2020. 06. 13","0",
"대전","신규","2020. 06. 14","0",
"대전","신규","2020. 06. 15","0",
"대전","신규","2020. 06. 16","3",
"대전","신규","2020. 06. 17","5",
"대전","신규","2020. 06. 18","7",
"대전","신규","2020. 06. 19","6",
"대전","신규","2020. 06. 20","5",
"대전","신규","2020. 06. 21","10",
"대전","신규","2020. 06. 22","0",
"대전","신규","2020. 06. 23","4",
"대전","신규","2020. 06. 24","8",
"대전","신규","2020. 06. 25","4",
"대전","신규","2020. 06. 26","4",
"대전","신규","2020. 06. 27","2",
"대전","신규","2020. 06. 28","6",
"대전","신규","2020. 06. 29","2",
"대전","신규","2020. 06. 30","5",
"대전","신규","2020. 07. 01","4",
"대전","신규","2020. 07. 02","1",
"대전","신규","2020. 07. 03","4",
"대전","신규","2020. 07. 04","3",
"대전","신규","2020. 07. 05","8",
"대전","신규","2020. 07. 06","2",
"대전","신규","2020. 07. 07","2",
"대전","신규","2020. 07. 08","2",
"대전","신규","2020. 07. 09","6",
"대전","신규","2020. 07. 10","7",
"대전","신규","2020. 07. 11","2",
"대전","신규","2020. 07. 12","1",
"대전","신규","2020. 07. 13","0",
"대전","신규","2020. 07. 14","1",
"대전","신규","2020. 07. 15","3",
"대전","신규","2020. 07. 16","1",
"대전","신규","2020. 07. 17","1",
"대전","신규","2020. 07. 18","0",
"대전","신규","2020. 07. 19","1",
"대전","신규","2020. 07. 20","0",
"대전","신규","2020. 07. 21","0",
"대전","신규","2020. 07. 22","0",
"대전","신규","2020. 07. 23","0",
"대전","신규","2020. 07. 24","0",
"대전","신규","2020. 07. 25","0",
"대전","신규","2020. 07. 26","0",
"대전","신규","2020. 07. 27","0",
"대전","신규","2020. 07. 28","0",
"대전","신규","2020. 07. 29","0",
"대전","신규","2020. 07. 30","0",
"대전","신규","2020. 07. 31","0",
"대전","신규","2020. 08. 01","0",
"대전","신규","2020. 08. 02","0",
"대전","신규","2020. 08. 03","0",
"대전","신규","2020. 08. 04","0",
"대전","신규","2020. 08. 05","0",
"대전","신규","2020. 08. 06","0",
"대전","신규","2020. 08. 07","0",
"대전","신규","2020. 08. 08","0",
"대전","신규","2020. 08. 09","0",
"대전","신규","2020. 08. 10","0",
"대전","신규","2020. 08. 11","0",
"대전","신규","2020. 08. 12","1",
"대전","신규","2020. 08. 13","0",
"대전","신규","2020. 08. 14","0",
"대전","신규","2020. 08. 15","1",
"대전","신규","2020. 08. 16","0",
"대전","신규","2020. 08. 17","2",
"대전","신규","2020. 08. 18","0",
"대전","신규","2020. 08. 19","0",
"대전","신규","2020. 08. 20","8",
"대전","신규","2020. 08. 21","7",
"대전","신규","2020. 08. 22","5",
"대전","신규","2020. 08. 23","15",
"대전","신규","2020. 08. 24","10",
"대전","신규","2020. 08. 25","11",
"대전","신규","2020. 08. 26","7",
"대전","신규","2020. 08. 27","3",
"대전","신규","2020. 08. 28","3",
"대전","신규","2020. 08. 29","4",
"대전","신규","2020. 08. 30","6",
"대전","신규","2020. 08. 31","7",
"대전","신규","2020. 09. 01","8",
"대전","신규","2020. 09. 02","14",
"대전","신규","2020. 09. 03","4",
"대전","신규","2020. 09. 04","4",
"대전","신규","2020. 09. 05","2",
"대전","신규","2020. 09. 06","5",
"대전","신규","2020. 09. 07","5",
"대전","신규","2020. 09. 08","4",
"대전","신규","2020. 09. 09","8",
"대전","신규","2020. 09. 10","11",
"대전","신규","2020. 09. 11","11",
"대전","신규","2020. 09. 12","7",
"대전","신규","2020. 09. 13","2",
"대전","신규","2020. 09. 14","1",
"대전","신규","2020. 09. 15","3",
"대전","신규","2020. 09. 16","1",
"대전","신규","2020. 09. 17","2",
"대전","신규","2020. 09. 18","3",
"대전","신규","2020. 09. 19","2",
"대전","신규","2020. 09. 20","2",
"대전","신규","2020. 09. 21","2",
"대전","신규","2020. 09. 22","0",
"대전","신규","2020. 09. 23","0",
"대전","신규","2020. 09. 24","1",
"대전","신규","2020. 09. 25","0",
"대전","신규","2020. 09. 26","1",
"대전","신규","2020. 09. 27","0",
"대전","신규","2020. 09. 28","0",
"대전","신규","2020. 09. 29","0",
"대전","신규","2020. 09. 30","2",
"대전","신규","2020. 10. 01","0",
"대전","신규","2020. 10. 02","0",
"대전","신규","2020. 10. 03","2",
"대전","신규","2020. 10. 04","2",
"대전","신규","2020. 10. 05","1",
"대전","신규","2020. 10. 06","3",
"대전","신규","2020. 10. 07","2",
"대전","신규","2020. 10. 08","7",
"대전","신규","2020. 10. 09","5",
"대전","신규","2020. 10. 10","1",
"대전","신규","2020. 10. 11","2",
"대전","신규","2020. 10. 12","13",
"대전","신규","2020. 10. 13","10",
"대전","신규","2020. 10. 14","4",
"대전","신규","2020. 10. 15","1",
"대전","신규","2020. 10. 16","2",
"대전","신규","2020. 10. 17","0",
"대전","신규","2020. 10. 18","1",
"대전","신규","2020. 10. 19","2",
"대전","신규","2020. 10. 20","1",
"대전","신규","2020. 10. 21","4",
"대전","신규","2020. 10. 22","0",
"대전","신규","2020. 10. 23","0",
"대전","신규","2020. 10. 24","5",
"대전","신규","2020. 10. 25","1",
"대전","신규","2020. 10. 26","1",
"대전","신규","2020. 10. 27","5",
"대전","신규","2020. 10. 28","7",
"대전","신규","2020. 10. 29","0",
"대전","신규","2020. 10. 30","0",
"대전","신규","2020. 10. 31","0",
"대전","신규","2020. 11. 01","0",
"대전","신규","2020. 11. 02","0",
"대전","신규","2020. 11. 03","0",
"대전","신규","2020. 11. 04","1",
"대전","신규","2020. 11. 05","0",
"대전","신규","2020. 11. 06","0",
"대전","신규","2020. 11. 07","1",
"대전","신규","2020. 11. 08","1",
"대전","신규","2020. 11. 09","0",
"대전","신규","2020. 11. 10","0",
"대전","신규","2020. 11. 11","1",
"대전","신규","2020. 11. 12","2",
"대전","신규","2020. 11. 13","0",
"대전","신규","2020. 11. 14","2",
"대전","신규","2020. 11. 15","0",
"대전","신규","2020. 11. 16","3",
"대전","신규","2020. 11. 17","1",
"대전","신규","2020. 11. 18","1",
"대전","신규","2020. 11. 19","1",
"대전","신규","2020. 11. 20","0",
"대전","신규","2020. 11. 21","1",
"대전","신규","2020. 11. 22","0",
"대전","신규","2020. 11. 23","3",
"대전","신규","2020. 11. 24","0",
"대전","신규","2020. 11. 25","4",
"대전","신규","2020. 11. 26","1",
"대전","신규","2020. 11. 27","5",
"대전","신규","2020. 11. 28","13",
"대전","신규","2020. 11. 29","6",
"대전","신규","2020. 11. 30","5",
"대전","신규","2020. 12. 01","10",
"대전","신규","2020. 12. 02","5",
"대전","신규","2020. 12. 03","7",
"대전","신규","2020. 12. 04","21",
"대전","신규","2020. 12. 05","10",
"대전","신규","2020. 12. 06","3",
"대전","신규","2020. 12. 07","2",
"대전","신규","2020. 12. 08","11",
"대전","신규","2020. 12. 09","10",
"대전","신규","2020. 12. 10","9",
"대전","신규","2020. 12. 11","10",
"대전","신규","2020. 12. 12","18",
"대전","신규","2020. 12. 13","13",
"대전","신규","2020. 12. 14","2",
"대전","신규","2020. 12. 15","32",
"대전","신규","2020. 12. 16","15",
"대전","신규","2020. 12. 17","11",
"대전","신규","2020. 12. 18","5",
"대전","신규","2020. 12. 19","5",
"대전","신규","2020. 12. 20","3",
"대전","신규","2020. 12. 21","3",
"대전","신규","2020. 12. 22","9",
"대전","신규","2020. 12. 23","35",
"대전","신규","2020. 12. 24","11",
"대전","신규","2020. 12. 25","13",
"대전","신규","2020. 12. 26","11",
"대전","신규","2020. 12. 27","8",
"대전","신규","2020. 12. 28","3",
