"구분별","상태별","시점","인원[명]",
"40-49세","신규","2020. 11. 28","92",
"40-49세","신규","2020. 11. 29","69",
"40-49세","신규","2020. 11. 30","38",
"40-49세","신규","2020. 12. 01","63",
"40-49세","신규","2020. 12. 02","79",
"40-49세","신규","2020. 12. 03","93",
"40-49세","신규","2020. 12. 04","89",
"40-49세","신규","2020. 12. 05","78",
"40-49세","신규","2020. 12. 06","73",
"40-49세","신규","2020. 12. 07","74",
"40-49세","신규","2020. 12. 08","82",
"40-49세","신규","2020. 12. 09","96",
"40-49세","신규","2020. 12. 10","91",
"40-49세","신규","2020. 12. 11","99",
"40-49세","신규","2020. 12. 12","142",
"40-49세","신규","2020. 12. 13","150",
"40-49세","신규","2020. 12. 14","121",
"40-49세","신규","2020. 12. 15","125",
"40-49세","신규","2020. 12. 16","142",
"40-49세","신규","2020. 12. 17","141",
"40-49세","신규","2020. 12. 18","134",
"40-49세","신규","2020. 12. 19","154",
"40-49세","신규","2020. 12. 20","152",
"40-49세","신규","2020. 12. 21","124",
"40-49세","신규","2020. 12. 22","124",
"40-49세","신규","2020. 12. 24","",
"40-49세","신규","2020. 12. 25","196",
"40-49세","신규","2020. 12. 26","179",
"40-49세","신규","2020. 12. 27","159",
"40-49세","신규","2020. 12. 28","120",
"40-49세","신규","2020. 12. 29","174",
"40-49세","신규","2020. 12. 30","163",
"40-49세","신규","2020. 12. 31","134",
"40-49세","신규","2021. 01. 01","154",
"40-49세","신규","2021. 01. 02","106",
"40-49세","신규","2021. 01. 03","88",
"40-49세","신규","2021. 01. 04","172",
"40-49세","신규","2021. 01. 05","112",
"40-49세","신규","2021. 01. 06","110",
"40-49세","신규","2021. 01. 07","155",
"40-49세","신규","2021. 01. 08","83",
"40-49세","신규","2021. 01. 09","89",
"40-49세","신규","2021. 01. 10","94",
"40-49세","신규","2021. 01. 11","61",
"40-49세","신규","2021. 01. 12","91",
"40-49세","신규","2021. 01. 13","83",
"40-49세","신규","2021. 01. 14","82",
"40-49세","신규","2021. 01. 15","81",
"40-49세","신규","2021. 01. 16","78",
"40-49세","신규","2021. 01. 17","82",
"40-49세","신규","2021. 01. 18","66",
"40-49세","신규","2021. 01. 19","72",
"40-49세","신규","2021. 01. 20","58",
"40-49세","신규","2021. 01. 21","53",
"40-49세","신규","2021. 01. 22","52",
"40-49세","신규","2021. 01. 23","59",
"40-49세","신규","2021. 01. 24","60",
"40-49세","신규","2021. 01. 25","46",
"40-49세","신규","2021. 01. 26","52",
"40-49세","신규","2021. 01. 27","83",
"40-49세","신규","2021. 01. 28","80",
"40-49세","신규","2021. 01. 29","74",
"40-49세","신규","2021. 01. 30","67",
"40-49세","신규","2021. 01. 31","46",
"40-49세","신규","2021. 02. 01","39",
"40-49세","신규","2021. 02. 02","52",
"40-49세","신규","2021. 02. 03","92",
"40-49세","신규","2021. 02. 04","76",
"40-49세","신규","2021. 02. 05","42",
"40-49세","신규","2021. 02. 06","60",
"40-49세","신규","2021. 02. 07","44",
"40-49세","신규","2021. 02. 08","53",
"40-49세","신규","2021. 02. 09","52",
"50-59세","신규","2020. 04. 09","2",
"50-59세","신규","2020. 04. 10","3",
"50-59세","신규","2020. 04. 11","6",
"50-59세","신규","2020. 04. 12","4",
"50-59세","신규","2020. 04. 13","2",
"50-59세","신규","2020. 04. 14","3",
"50-59세","신규","2020. 04. 15","2",
"50-59세","신규","2020. 04. 16","3",
"50-59세","신규","2020. 04. 17","2",
"50-59세","신규","2020. 04. 18","2",
"50-59세","신규","2020. 04. 19","1",
"50-59세","신규","2020. 04. 20","3",
"50-59세","신규","2020. 04. 21","3",
"50-59세","신규","2020. 04. 22","0",
"50-59세","신규","2020. 04. 23","1",
"50-59세","신규","2020. 04. 24","1",
"50-59세","신규","2020. 04. 25","0",
"50-59세","신규","2020. 04. 26","0",
"50-59세","신규","2020. 04. 27","0",
"50-59세","신규","2020. 04. 28","2",
"50-59세","신규","2020. 04. 29","1",
"50-59세","신규","2020. 04. 30","0",
"50-59세","신규","2020. 05. 01","0",
"50-59세","신규","2020. 05. 02","0",
"50-59세","신규","2020. 05. 03","0",
"50-59세","신규","2020. 05. 04","0",
"50-59세","신규","2020. 05. 05","1",
"50-59세","신규","2020. 05. 06","0",
"50-59세","신규","2020. 05. 07","0",
"50-59세","신규","2020. 05. 08","0",
"50-59세","신규","2020. 05. 09","1",
"50-59세","신규","2020. 05. 10","2",
"50-59세","신규","2020. 05. 11","0",
"50-59세","신규","2020. 05. 12","3",
"50-59세","신규","2020. 05. 13","1",
"50-59세","신규","2020. 05. 14","0",
"50-59세","신규","2020. 05. 15","1",
"50-59세","신규","2020. 05. 16","1",
"50-59세","신규","2020. 05. 17","1",
"50-59세","신규","2020. 05. 18","1",
"50-59세","신규","2020. 05. 19","3",
"50-59세","신규","2020. 05. 20","1",
"50-59세","신규","2020. 05. 21","0",
"50-59세","신규","2020. 05. 23","",
"50-59세","신규","2020. 05. 24","4",
"50-59세","신규","2020. 05. 25","5",
"50-59세","신규","2020. 05. 26","4",
"50-59세","신규","2020. 05. 27","6",
"50-59세","신규","2020. 05. 28","12",
"50-59세","신규","2020. 05. 29","9",
"50-59세","신규","2020. 05. 30","10",
"50-59세","신규","2020. 05. 31","6",
"50-59세","신규","2020. 06. 02","",
"50-59세","신규","2020. 06. 03","9",
"50-59세","신규","2020. 06. 04","9",
"50-59세","신규","2020. 06. 05","7",
"50-59세","신규","2020. 06. 06","8",
"50-59세","신규","2020. 06. 07","11",
"50-59세","신규","2020. 06. 08","6",
"50-59세","신규","2020. 06. 09","10",
"50-59세","신규","2020. 06. 10","7",
"50-59세","신규","2020. 06. 11","9",
"50-59세","신규","2020. 06. 12","0",
"50-59세","신규","2020. 06. 13","26",
"50-59세","신규","2020. 06. 14","7",
"50-59세","신규","2020. 06. 16","",
"50-59세","신규","2020. 06. 17","7",
"50-59세","신규","2020. 06. 18","9",
"50-59세","신규","2020. 06. 19","12",
"50-59세","신규","2020. 06. 20","12",
"50-59세","신규","2020. 06. 21","8",
"50-59세","신규","2020. 06. 22","5",
"50-59세","신규","2020. 06. 23","9",
"50-59세","신규","2020. 06. 24","10",
"50-59세","신규","2020. 06. 25","6",
"50-59세","신규","2020. 06. 26","4",
"50-59세","신규","2020. 06. 27","5",
"50-59세","신규","2020. 06. 28","6",
"50-59세","신규","2020. 06. 29","5",
"50-59세","신규","2020. 06. 30","6",
"50-59세","신규","2020. 07. 01","0",
"50-59세","신규","2020. 07. 02","30",
"50-59세","신규","2020. 07. 03","7",
"50-59세","신규","2020. 07. 04","8",
"50-59세","신규","2020. 07. 05","7",
"50-59세","신규","2020. 07. 06","9",
"50-59세","신규","2020. 07. 07","7",
"50-59세","신규","2020. 07. 08","10",
"50-59세","신규","2020. 07. 09","9",
"50-59세","신규","2020. 07. 10","8",
"50-59세","신규","2020. 07. 11","8",
"50-59세","신규","2020. 07. 12","3",
"50-59세","신규","2020. 07. 13","4",
"50-59세","신규","2020. 07. 14","6",
"50-59세","신규","2020. 07. 15","9",
"50-59세","신규","2020. 07. 16","-9",
"50-59세","신규","2020. 07. 17","23",
"50-59세","신규","2020. 07. 18","7",
"50-59세","신규","2020. 07. 19","3",
"50-59세","신규","2020. 07. 20","4",
"50-59세","신규","2020. 07. 21","5",
"50-59세","신규","2020. 07. 22","9",
"50-59세","신규","2020. 07. 23","12",
"50-59세","신규","2020. 07. 24","8",
"50-59세","신규","2020. 07. 25","14",
"50-59세","신규","2020. 07. 26","18",
"50-59세","신규","2020. 07. 27","1",
"50-59세","신규","2020. 07. 28","5",
"50-59세","신규","2020. 07. 29","5",
"50-59세","신규","2020. 07. 30","0",
"50-59세","신규","2020. 07. 31","4",
"50-59세","신규","2020. 08. 01","8",
"50-59세","신규","2020. 08. 02","4",
"50-59세","신규","2020. 08. 03","4",
"50-59세","신규","2020. 08. 04","4",
"50-59세","신규","2020. 08. 05","6",
"50-59세","신규","2020. 08. 06","8",
"50-59세","신규","2020. 08. 07","2",
"50-59세","신규","2020. 08. 08","10",
"50-59세","신규","2020. 08. 09","7",
"50-59세","신규","2020. 08. 10","4",
"50-59세","신규","2020. 08. 11","9",
"50-59세","신규","2020. 08. 12","12",
"50-59세","신규","2020. 08. 13","10",
"50-59세","신규","2020. 08. 14","19",
"50-59세","신규","2020. 08. 15","33",
"50-59세","신규","2020. 08. 16","58",
"50-59세","신규","2020. 08. 17","38",
"50-59세","신규","2020. 08. 18","61",
"50-59세","신규","2020. 08. 19","58",
"50-59세","신규","2020. 08. 20","55",
"50-59세","신규","2020. 08. 21","61",
"50-59세","신규","2020. 08. 22","66",
"50-59세","신규","2020. 08. 23","82",
"50-59세","신규","2020. 08. 24","48",
"50-59세","신규","2020. 08. 25","53",
"50-59세","신규","2020. 08. 26","60",
"50-59세","신규","2020. 08. 27","108",
"50-59세","신규","2020. 08. 28","73",
"50-59세","신규","2020. 08. 29","54",
"50-59세","신규","2020. 08. 30","55",
"50-59세","신규","2020. 08. 31","49",
"50-59세","신규","2020. 09. 01","45",
"50-59세","신규","2020. 09. 02","48",
"50-59세","신규","2020. 09. 03","36",
"50-59세","신규","2020. 09. 04","39",
"50-59세","신규","2020. 09. 05","38",
"50-59세","신규","2020. 09. 06","35",
"50-59세","신규","2020. 09. 07","22",
"50-59세","신규","2020. 09. 08","34",
"50-59세","신규","2020. 09. 09","28",
"50-59세","신규","2020. 09. 10","29",
"50-59세","신규","2020. 09. 11","34",
"50-59세","신규","2020. 09. 12","34",
"50-59세","신규","2020. 09. 13","0",
"50-59세","신규","2020. 09. 14","43",
"50-59세","신규","2020. 09. 15","18",
"50-59세","신규","2020. 09. 16","22",
"50-59세","신규","2020. 09. 17","36",
"50-59세","신규","2020. 09. 18","24",
"50-59세","신규","2020. 09. 19","35",
"50-59세","신규","2020. 09. 20","0",
"50-59세","신규","2020. 09. 21","25",
"50-59세","신규","2020. 09. 22","16",
"50-59세","신규","2020. 09. 23","23",
"50-59세","신규","2020. 09. 24","29",
"50-59세","신규","2020. 09. 25","19",
"50-59세","신규","2020. 09. 26","10",
"50-59세","신규","2020. 09. 27","19",
"50-59세","신규","2020. 09. 28","10",
"50-59세","신규","2020. 09. 29","5",
"50-59세","신규","2020. 09. 30","26",
"50-59세","신규","2020. 10. 01","13",
"50-59세","신규","2020. 10. 02","11",
"50-59세","신규","2020. 10. 03","11",
"50-59세","신규","2020. 10. 04","8",
"50-59세","신규","2020. 10. 05","12",
"50-59세","신규","2020. 10. 06","11",
"50-59세","신규","2020. 10. 07","28",
"50-59세","신규","2020. 10. 08","12",
"50-59세","신규","2020. 10. 10","",
"50-59세","신규","2020. 10. 11","6",
"50-59세","신규","2020. 10. 12","12",
"50-59세","신규","2020. 10. 13","13",
"50-59세","신규","2020. 10. 14","9",
"50-59세","신규","2020. 10. 15","5",
"50-59세","신규","2020. 10. 16","8",
"50-59세","신규","2020. 10. 17","19",
"50-59세","신규","2020. 10. 18","22",
"50-59세","신규","2020. 10. 19","13",
"50-59세","신규","2020. 10. 20","9",
"50-59세","신규","2020. 10. 21","15",
"50-59세","신규","2020. 10. 22","24",
"50-59세","신규","2020. 10. 23","26",
"50-59세","신규","2020. 10. 24","14",
"50-59세","신규","2020. 10. 25","9",
"50-59세","신규","2020. 10. 26","22",
"50-59세","신규","2020. 10. 27","23",
"50-59세","신규","2020. 10. 28","20",
"50-59세","신규","2020. 10. 29","17",
"50-59세","신규","2020. 10. 30","16",
"50-59세","신규","2020. 10. 31","26",
"50-59세","신규","2020. 11. 01","13",
"50-59세","신규","2020. 11. 02","10",
"50-59세","신규","2020. 11. 03","15",
"50-59세","신규","2020. 11. 04","20",
"50-59세","신규","2020. 11. 05","29",
"50-59세","신규","2020. 11. 06","28",
"50-59세","신규","2020. 11. 07","9",
"50-59세","신규","2020. 11. 08","22",
"50-59세","신규","2020. 11. 09","19",
"50-59세","신규","2020. 11. 10","13",
"50-59세","신규","2020. 11. 11","21",
"50-59세","신규","2020. 11. 12","25",
"50-59세","신규","2020. 11. 13","42",
"50-59세","신규","2020. 11. 14","36",
"50-59세","신규","2020. 11. 15","49",
"50-59세","신규","2020. 11. 16","40",
"50-59세","신규","2020. 11. 17","44",
"50-59세","신규","2020. 11. 18","55",
"50-59세","신규","2020. 11. 19","55",
"50-59세","신규","2020. 11. 20","60",
"50-59세","신규","2020. 11. 21","56",
"50-59세","신규","2020. 11. 22","56",
"50-59세","신규","2020. 11. 23","50",
"50-59세","신규","2020. 11. 24","60",
"50-59세","신규","2020. 11. 25","72",
"50-59세","신규","2020. 11. 26","95",
"50-59세","신규","2020. 11. 27","117",
"50-59세","신규","2020. 11. 28","78",
"50-59세","신규","2020. 11. 29","82",
"50-59세","신규","2020. 11. 30","76",
"50-59세","신규","2020. 12. 01","94",
"50-59세","신규","2020. 12. 02","99",
"50-59세","신규","2020. 12. 03","95",
"50-59세","신규","2020. 12. 04","119",
"50-59세","신규","2020. 12. 05","93",
"50-59세","신규","2020. 12. 06","123",
"50-59세","신규","2020. 12. 07","139",
"50-59세","신규","2020. 12. 08","109",
"50-59세","신규","2020. 12. 09","125",
"50-59세","신규","2020. 12. 10","106",
"50-59세","신규","2020. 12. 11","125",
"50-59세","신규","2020. 12. 12","174",
"50-59세","신규","2020. 12. 13","192",
"50-59세","신규","2020. 12. 14","138",
"50-59세","신규","2020. 12. 15","151",
"50-59세","신규","2020. 12. 16","215",
"50-59세","신규","2020. 12. 17","214",
"50-59세","신규","2020. 12. 18","225",
"50-59세","신규","2020. 12. 19","220",
"50-59세","신규","2020. 12. 20","233",
"50-59세","신규","2020. 12. 21","195",
"50-59세","신규","2020. 12. 22","180",
"50-59세","신규","2020. 12. 24","",
"50-59세","신규","2020. 12. 25","238",
"50-59세","신규","2020. 12. 26","209",
"50-59세","신규","2020. 12. 27","191",
"50-59세","신규","2020. 12. 28","172",
"50-59세","신규","2020. 12. 29","194",
"50-59세","신규","2020. 12. 30","198",
"50-59세","신규","2020. 12. 31","186",
"50-59세","신규","2021. 01. 01","204",
"50-59세","신규","2021. 01. 02","160",
"50-59세","신규","2021. 01. 03","124",
"50-59세","신규","2021. 01. 04","187",
"50-59세","신규","2021. 01. 05","124",
"50-59세","신규","2021. 01. 06","140",
"50-59세","신규","2021. 01. 07","176",
"50-59세","신규","2021. 01. 08","124",
"50-59세","신규","2021. 01. 09","124",
"50-59세","신규","2021. 01. 10","143",
"50-59세","신규","2021. 01. 11","79",
"50-59세","신규","2021. 01. 12","102",
"50-59세","신규","2021. 01. 13","129",
"50-59세","신규","2021. 01. 14","98",
"50-59세","신규","2021. 01. 15","97",
"50-59세","신규","2021. 01. 16","106",
"50-59세","신규","2021. 01. 17","87",
"50-59세","신규","2021. 01. 18","75",
"50-59세","신규","2021. 01. 19","73",
"50-59세","신규","2021. 01. 20","76",
"50-59세","신규","2021. 01. 21","84",
"50-59세","신규","2021. 01. 22","65",
"50-59세","신규","2021. 01. 23","85",
"50-59세","신규","2021. 01. 24","79",
"50-59세","신규","2021. 01. 25","72",
"50-59세","신규","2021. 01. 26","60",
"50-59세","신규","2021. 01. 27","78",
"50-59세","신규","2021. 01. 28","88",
"50-59세","신규","2021. 01. 29","88",
"50-59세","신규","2021. 01. 30","77",
"50-59세","신규","2021. 01. 31","74",
"50-59세","신규","2021. 02. 01","53",
"50-59세","신규","2021. 02. 02","70",
"50-59세","신규","2021. 02. 03","70",
"50-59세","신규","2021. 02. 04","75",
"50-59세","신규","2021. 02. 05","65",
"50-59세","신규","2021. 02. 06","77",
"50-59세","신규","2021. 02. 07","79",
"50-59세","신규","2021. 02. 08","52",
"50-59세","신규","2021. 02. 09","59",
"60-69세","신규","2020. 04. 09","2",
"60-69세","신규","2020. 04. 10","6",
"60-69세","신규","2020. 04. 11","7",
"60-69세","신규","2020. 04. 12","3",
"60-69세","신규","2020. 04. 13","5",
"60-69세","신규","2020. 04. 14","3",
"60-69세","신규","2020. 04. 15","1",
"60-69세","신규","2020. 04. 16","2",
"60-69세","신규","2020. 04. 17","1",
"60-69세","신규","2020. 04. 18","1",
"60-69세","신규","2020. 04. 19","0",
"60-69세","신규","2020. 04. 20","0",
"60-69세","신규","2020. 04. 21","0",
"60-69세","신규","2020. 04. 22","1",
"60-69세","신규","2020. 04. 23","0",
"60-69세","신규","2020. 04. 24","1",
"60-69세","신규","2020. 04. 25","2",
"60-69세","신규","2020. 04. 26","0",
"60-69세","신규","2020. 04. 27","0",
"60-69세","신규","2020. 04. 28","1",
"60-69세","신규","2020. 04. 29","0",
"60-69세","신규","2020. 04. 30","0",
"60-69세","신규","2020. 05. 01","0",
"60-69세","신규","2020. 05. 02","1",
"60-69세","신규","2020. 05. 03","2",
"60-69세","신규","2020. 05. 04","2",
"60-69세","신규","2020. 05. 05","0",
"60-69세","신규","2020. 05. 06","1",
"60-69세","신규","2020. 05. 07","0",
"60-69세","신규","2020. 05. 08","1",
"60-69세","신규","2020. 05. 09","0",
"60-69세","신규","2020. 05. 10","2",
"60-69세","신규","2020. 05. 11","1",
"60-69세","신규","2020. 05. 12","0",
"60-69세","신규","2020. 05. 13","1",
"60-69세","신규","2020. 05. 14","0",
"60-69세","신규","2020. 05. 15","2",
"60-69세","신규","2020. 05. 16","3",
"60-69세","신규","2020. 05. 17","0",
"60-69세","신규","2020. 05. 18","1",
"60-69세","신규","2020. 05. 19","3",
"60-69세","신규","2020. 05. 20","1",
"60-69세","신규","2020. 05. 21","0",
"60-69세","신규","2020. 05. 23","",
"60-69세","신규","2020. 05. 24","3",
"60-69세","신규","2020. 05. 25","2",
"60-69세","신규","2020. 05. 26","1",
"60-69세","신규","2020. 05. 27","8",
"60-69세","신규","2020. 05. 28","6",
"60-69세","신규","2020. 05. 29","8",
"60-69세","신규","2020. 05. 30","4",
"60-69세","신규","2020. 05. 31","1",
"60-69세","신규","2020. 06. 02","",
"60-69세","신규","2020. 06. 03","15",
"60-69세","신규","2020. 06. 04","9",
"60-69세","신규","2020. 06. 05","10",
"60-69세","신규","2020. 06. 06","9",
"60-69세","신규","2020. 06. 07","12",
"60-69세","신규","2020. 06. 08","11",
"60-69세","신규","2020. 06. 09","9",
"60-69세","신규","2020. 06. 10","16",
"60-69세","신규","2020. 06. 11","5",
"60-69세","신규","2020. 06. 12","0",
"60-69세","신규","2020. 06. 13","21",
"60-69세","신규","2020. 06. 14","8",
